Trdmnt,YYYYMM,Year,Month,MKT,SMB,VMG,SV,SM,SG,BV,BM,BG,MarketReturn,NumStocks
2017-07-01,201707,2017,7,0.021484892309555016,-0.023314916077231004,-0.020791798746744306,0.01622105638526937,0.002515134693843066,0.012478025170891777,0.026680183868751248,0.0024719680363285276,0.07200681257661745,0.023151558976221683,1936
2017-08-01,201708,2017,8,0.026668605843374826,0.007930310501466455,-0.029466504048072294,0.02453518377633678,0.05230241931557581,0.036961862477508704,0.007375865790444714,0.028750473089159866,0.05388219518541737,0.028335272510041493,1957
2017-09-01,201709,2017,9,0.01972350945921807,0.0028814688794312343,-0.020917131866351003,0.0060160859130544714,0.02562873711513959,0.03902825889858329,0.009475560238568135,0.03425546406417418,0.018297650985741327,0.021390176125884737,2005
2017-10-01,201710,2017,10,0.025198492121518326,-0.04553441849999633,0.029171806791113208,-0.007336666855474542,-0.012975679504093174,-0.029657668355618273,0.03160772302715208,0.05944040681258154,-0.004414889054930607,0.026865158788184993,2026
2017-11-01,201711,2017,11,-0.031453737734089014,-0.04444040407084683,0.01885575710626048,-0.07100213632707601,-0.0692656317718196,-0.06331226738101556,0.007287912472856647,-0.039433265054502564,-0.038113470685724765,-0.029787071067422347,2062
2017-12-01,201712,2017,12,0.007449065158580065,-0.029297661327120028,0.002975792916083875,-0.017903747094814487,-0.017814159206660456,-0.018111057418777228,0.003276243720206071,0.03325580832890078,-0.0024680317879989377,0.009115731825246732,2072
2018-01-01,201801,2018,1,0.023785989568187723,-0.05565318233297351,0.07563273313854477,-0.011212607758271185,-0.03059238641992247,-0.0481296551427629,0.08566766714183596,0.02003798228688989,-0.02868075175076186,0.02545265623485439,2096
2018-02-01,201802,2018,2,-0.036244801045582656,-0.013701270210382581,-0.014453464235844017,-0.04084938044431417,-0.03672532407564942,-0.055893457291426044,-0.05746355674204186,-0.021388243014958112,-0.013512551423241956,-0.03457813437891599,2098
2018-03-01,201803,2018,3,0.008467151645795031,0.04886056050434343,-0.08124122033374966,0.0264907318966307,0.08244876063823384,0.06835149070474708,-0.04218334547271435,-0.005545689187372908,0.07843833638666858,0.010133818312461698,2095
2018-04-01,201804,2018,4,-0.030994022184506555,-0.010001268955074083,-0.006034621746466684,-0.046605154126951515,-0.02033898133680418,-0.04350312278917634,-0.028478175982928622,-0.032454311577010744,-0.01951096382777042,-0.02932735551783989,2100
2018-05-01,201805,2018,5,0.021802263818611577,-0.026210431293820155,0.003587671493922642,0.00627687676358925,-0.0022120295181817153,-0.007317628704071563,0.00721446295181436,0.054530424039352196,0.013633625431629888,0.023468930485278244,2133
